day,close
2024-12-12,134.403
2024-12-13,134.877
2024-12-16,135.395
2024-12-17,135.107
2024-12-18,134.821
2024-12-19,134.687
2024-12-20,135.320
2024-12-23,135.499
2024-12-24,135.223
2024-12-25,135.073
2024-12-26,135.031
2024-12-27,135.506
2024-12-30,135.303
2024-12-31,135.554
2025-01-02,136.248
2025-01-03,136.569
2025-01-06,136.654
2025-01-07,136.477
2025-01-08,136.463
2025-01-09,136.280
2025-01-10,136.129
2025-01-13,136.057
2025-01-14,136.196
2025-01-15,136.443
2025-01-16,136.274
2025-01-17,136.186
2025-01-20,136.044
2025-01-21,136.159
2025-01-22,136.219
2025-01-23,136.151
2025-01-24,136.005
2025-01-27,136.514
2025-02-05,136.578
2025-02-06,136.659
2025-02-07,136.605
2025-02-10,136.474
2025-02-11,136.512
2025-02-12,136.510
2025-02-13,136.476
2025-02-14,136.262
2025-02-17,135.889
2025-02-18,135.761
2025-02-19,135.899
2025-02-20,135.764
2025-02-21,135.487
2025-02-24,134.890
2025-02-25,134.997
2025-02-26,135.346
2025-02-27,135.108
2025-02-28,135.315
2025-03-03,135.492
2025-03-04,135.445
2025-03-05,135.468
2025-03-06,135.129
2025-03-07,134.750
2025-03-10,134.455
2025-03-11,133.937
2025-03-12,134.446
2025-03-13,134.308
2025-03-14,134.101
2025-03-17,133.699
2025-03-18,133.682
2025-03-19,133.797
2025-03-20,134.351
2025-03-21,134.349
2025-03-24,134.202
2025-03-25,134.522
2025-03-26,134.632
2025-03-27,134.686
2025-03-28,134.507
2025-03-31,134.489
2025-04-01,134.509
2025-04-02,134.702
2025-04-03,135.518
2025-04-07,136.398
2025-04-08,135.993
2025-04-09,136.092
2025-04-10,136.107
2025-04-11,136.084
2025-04-14,136.084
2025-04-15,136.177
2025-04-16,136.359
2025-04-17,136.325
2025-04-18,136.248
2025-04-21,136.107
2025-04-22,136.239
2025-04-23,136.100
2025-04-24,136.018
2025-04-25,136.096
2025-04-28,136.186
2025-04-29,136.502
2025-04-30,136.546
2025-05-06,136.500
2025-05-07,136.386
2025-05-08,136.494
2025-05-09,136.592
2025-05-12,136.454
2025-05-13,136.284
2025-05-14,136.175
2025-05-15,136.149
2025-05-16,136.048
2025-05-19,136.124
2025-05-20,136.205
2025-05-21,136.249
2025-05-22,136.210
2025-05-23,136.203
2025-05-26,136.228
2025-05-27,136.186
2025-05-28,136.145
2025-05-29,136.008
2025-05-30,136.124
2025-06-03,136.146
2025-06-04,136.197
2025-06-05,136.230
2025-06-06,136.339
2025-06-09,136.497
2025-06-10,136.551
2025-06-11,136.662
2025-06-12,136.653
2025-06-13,136.647
2025-06-16,136.680
2025-06-17,136.811
2025-06-18,136.803
2025-06-19,136.829
2025-06-20,136.863
2025-06-23,136.832
2025-06-24,136.773
2025-06-25,136.650
2025-06-26,136.651
2025-06-27,136.784
2025-06-30,136.636
2025-07-01,136.728
2025-07-02,136.880
2025-07-03,136.904
2025-07-04,136.923
2025-07-07,136.938
2025-07-08,136.867
2025-07-09,136.832
2025-07-10,136.660
2025-07-11,136.608
2025-07-14,136.505
2025-07-15,136.737
2025-07-16,136.748
2025-07-17,136.747
2025-07-18,136.666
2025-07-21,136.540
2025-07-22,136.409
2025-07-23,136.344
2025-07-24,135.999
2025-07-25,135.824
2025-07-28,136.173
2025-07-29,135.857
2025-07-30,136.083
2025-07-31,136.346
2025-08-01,136.342
2025-08-04,136.345
2025-08-05,136.361
2025-08-06,136.439
2025-08-07,136.478
2025-08-08,136.531
2025-08-11,136.262
2025-08-12,136.154
2025-08-13,136.220
2025-08-14,136.072
2025-08-15,136.046
2025-08-18,135.563
2025-08-19,135.621
2025-08-20,135.489
2025-08-21,135.520
2025-08-22,135.469
2025-08-25,135.684
2025-08-26,135.775
2025-08-27,135.865
2025-08-28,135.568
2025-08-29,135.612
2025-09-01,135.719
2025-09-02,135.726
2025-09-03,135.840
2025-09-04,136.120
2025-09-05,135.731
2025-09-08,135.597
2025-09-09,135.531
2025-09-10,135.229
2025-09-11,135.301
2025-09-12,135.525
2025-09-15,135.623
2025-09-16,135.687
2025-09-17,135.866
2025-09-18,135.838
2025-09-19,135.651
2025-09-22,135.660
2025-09-23,134.125
2025-09-24,133.908
2025-09-25,133.866
2025-09-26,134.059
2025-09-29,133.994
2025-09-30,134.254
2025-10-09,134.384
2025-10-10,134.315
2025-10-13,134.447
2025-10-14,134.679
2025-10-15,134.609
2025-10-16,134.714
2025-10-17,134.926
2025-10-20,134.679
2025-10-21,134.671
2025-10-22,134.686
2025-10-23,134.586
2025-10-24,134.522
2025-10-27,134.672
2025-10-28,135.059
2025-10-29,135.059
2025-10-30,135.205
2025-10-31,135.287
2025-11-03,135.306
2025-11-04,135.354
2025-11-05,135.352
2025-11-06,135.212
2025-11-07,135.186
2025-11-10,135.133
2025-11-11,135.058
2025-11-12,135.161
2025-11-13,135.067
2025-11-14,135.141
2025-11-17,135.253
2025-11-18,135.283
2025-11-19,135.228
2025-11-20,135.264
2025-11-21,135.237
2025-11-24,135.251
2025-11-25,135.131
2025-11-26,134.825
2025-11-27,134.840
2025-11-28,134.861
2025-12-01,134.981
2025-12-02,134.904
2025-12-03,134.969
2025-12-04,134.548
2025-12-05,134.783
2025-12-08,134.777
2025-12-09,134.979
2025-12-10,134.972
2025-12-11,135.105
2025-12-12,135.012
2025-12-15,134.739
2025-12-16,134.759
2025-12-17,134.911
2025-12-18,134.941
2025-12-19,135.025
2025-12-22,134.893
2025-12-23,135.214
2025-12-24,135.134
2025-12-25,135.176
2025-12-26,134.275
2025-12-29,133.868
2025-12-30,133.813
2025-12-31,133.828
2026-01-05,133.743
2026-01-06,133.561
2026-01-07,133.528
2026-01-08,133.734
2026-01-09,133.860
2026-01-12,133.873
2026-01-13,133.986
2026-01-14,134.044
2026-01-15,134.147
2026-01-16,134.232
2026-01-19,134.266
2026-01-20,134.527
2026-01-21,134.650
2026-01-22,134.576
2026-01-23,134.577
2026-01-26,134.634
2026-01-27,134.585
2026-01-28,134.670
2026-01-29,134.730
2026-01-30,134.793
2026-02-02,134.800
2026-02-03,134.780
2026-02-04,134.732
2026-02-05,134.916
2026-02-06,135.027
2026-02-09,135.085
2026-02-10,135.116
2026-02-11,135.204
2026-02-12,135.308
2026-02-13,135.258
2026-02-24,135.247
2026-02-25,135.031
2026-02-26,134.851
2026-02-27,135.001
2026-03-02,135.169
2026-03-03,135.233
2026-03-04,135.244
2026-03-05,135.243
2026-03-06,135.287
2026-03-09,134.963
2026-03-10,134.996
2026-03-11,134.990
2026-03-12,135.049
2026-03-13,135.033
2026-03-16,134.782
2026-03-17,134.848
2026-03-18,135.036
2026-03-19,135.086
2026-03-20,134.940
2026-03-23,134.804
2026-03-24,134.911
2026-03-25,134.320
2026-03-26,134.415
2026-03-27,134.406
2026-03-30,134.565
2026-03-31,134.594
2026-04-01,134.439
2026-04-02,134.504
2026-04-03,134.510
2026-04-07,134.563
2026-04-08,134.551
2026-04-09,134.625
2026-04-10,134.641
2026-04-13,134.733
2026-04-14,134.946
2026-04-15,134.965
2026-04-16,134.982
2026-04-17,135.178
2026-04-20,135.189
2026-04-21,135.250
2026-04-22,135.421
2026-04-23,135.328
2026-04-24,135.221
2026-04-27,134.932
2026-04-28,135.124
2026-04-29,135.199
2026-04-30,135.200
2026-05-06,135.072
2026-05-07,135.088
2026-05-08,135.176
2026-05-11,135.229
2026-05-12,135.356
2026-05-13,135.410
2026-05-14,135.370
2026-05-15,135.414
2026-05-18,135.496
2026-05-19,135.646
2026-05-20,135.647
2026-05-21,135.522
2026-05-22,135.475
2026-05-25,135.529
2026-05-26,135.593
2026-05-27,135.785
2026-05-28,135.975
2026-05-29,136.008
2026-06-01,136.091
2026-06-02,136.140
2026-06-03,136.078
2026-06-04,136.133
2026-06-05,136.071
2026-06-08,135.899
2026-06-09,135.750
2026-06-10,135.653
2026-06-11,135.511
2026-06-12,135.582
2026-06-15,135.671
2026-06-16,135.838
2026-06-17,135.971
2026-06-18,135.984
2026-06-22,135.961
2026-06-23,135.787
2026-06-24,135.912
2026-06-25,134.743
2026-06-26,134.796
2026-06-29,134.970
2026-06-30,134.854
2026-07-01,134.661
2026-07-02,134.766
2026-07-03,134.731
2026-07-06,134.842
2026-07-07,134.859
2026-07-08,134.918
2026-07-09,134.949
2026-07-10,134.937
2026-07-13,134.918
2026-07-14,134.893
2026-07-15,134.934
2026-07-16,134.922
2026-07-17,134.966
2026-07-20,134.966
2026-07-21,134.984
2026-07-22,135.096
2026-07-23,135.082
2026-07-24,135.163
2026-07-27,135.171
2026-07-28,135.149
2026-07-29,135.156
2026-07-30,135.265
2026-07-31,135.378
2026-08-03,135.379
2026-08-04,135.450
2026-08-05,135.457
2026-08-06,135.448
2026-08-07,135.513
2026-08-10,135.569
2026-08-11,135.526
2026-08-12,135.534
2026-08-13,135.596
2026-08-14,135.752
2026-08-17,135.756
2026-08-18,135.871
2026-08-19,135.821
2026-08-20,135.705
2026-08-21,135.765
2026-08-24,135.848
2026-08-25,135.853
2026-08-26,135.783
2026-08-27,135.603
2026-08-28,135.656
