,0
2022-10-31,-0.023598083361527578
2022-11-30,-0.007923103276103682
2022-12-31,-0.029708420135788893
2023-01-31,0.0
2023-02-28,0.0
2023-03-31,-0.006052271041556145
2023-04-30,-0.039360040852549294
2023-05-31,0.0
2023-06-30,0.0
2023-07-31,0.0
2023-08-31,-0.010675801027540621
2023-09-30,-0.007930900324470525
2023-10-31,-0.013705336735455709
2023-11-30,-0.0067217593898155625
2023-12-31,-0.013492003047822498
2024-01-31,-0.05271237308806476
2024-02-29,-0.0481292776492549
2024-03-31,-0.037079481817311355
2024-04-30,-0.026132102798159695
2024-05-31,-0.014684239658680598
2024-06-30,-0.05079141319106406
